"27915","3230","2013-09-27 12:28:12","ScppBasicOutput_QpreLesson_3","1","true-b","true"
"27919","3230","2013-09-27 12:28:23","ScppBasicOutput_QpreLesson_4","0","false-b","true"
"27921","3230","2013-09-27 12:28:28","ScppBasicOutput_QpreLesson_2","0","false-c","true"
"27927","3230","2013-09-27 12:28:35","ScppBasicOutput_QpreLesson_1","0","false-c","true"
"27923","3027","2013-09-27 12:28:31","ScppBasicOutput_QpreLesson_1","0","false-d","true"
"27928","3027","2013-09-27 12:28:41","ScppBasicOutput_QpreLesson_2","1","true-d","true"
"27930","3027","2013-09-27 12:28:47","ScppBasicOutput_QpreLesson_3","1","true-b","true"
"27935","3027","2013-09-27 12:28:55","ScppBasicOutput_QpreLesson_4","1","true-c","true"
"27938","4001","2013-09-27 12:28:58","ScppBasicOutput_QpreLesson_1","1","true-a","true"
"27945","4001","2013-09-27 12:29:17","ScppBasicOutput_QpreLesson_2","1","true-d","true"
"27949","4101","2013-09-27 12:29:22","ScppBasicOutput_QpreLesson_1","1","true-a","true"
"27952","4101","2013-09-27 12:29:29","ScppBasicOutput_QpreLesson_2","1","true-d","true"
"27956","4001","2013-09-27 12:29:33","ScppBasicOutput_QpreLesson_4","1","true-c","true"
"27960","4112","2013-09-27 12:29:35","ScppBasicOutput_QpreLesson_1","0","false-d","true"
"27961","4001","2013-09-27 12:29:36","ScppBasicOutput_QpreLesson_3","1","true-b","true"
"27962","4101","2013-09-27 12:29:38","ScppBasicOutput_QpreLesson_3","0","false-a","true"
"27963","4112","2013-09-27 12:29:40","ScppBasicOutput_QpreLesson_2","1","true-d","true"
"27967","4101","2013-09-27 12:29:48","ScppBasicOutput_QpreLesson_4","0","false-b","true"
"27974","4112","2013-09-27 12:30:02","ScppBasicOutput_QpreLesson_4","0","false-b","true"
"27982","3121","2013-09-27 12:30:21","ScppBasicOutput_QpreLesson_1","0","false-b","true"
"27980","4112","2013-09-27 12:30:12","ScppBasicOutput_QpreLesson_3","1","true-b","true"
"27985","3121","2013-09-27 12:30:30","ScppBasicOutput_QpreLesson_2","1","true-d","true"
"27987","3121","2013-09-27 12:30:48","ScppBasicOutput_QpreLesson_3","0","false-a","true"
"27990","3121","2013-09-27 12:31:18","ScppBasicOutput_QpreLesson_4","1","true-c","true"
