"27916","3020","2013-09-27 12:28:14","ScppBasicOutput_QpreLesson_1","0","false-d","true"
"27917","4029","2013-09-27 12:28:16","ScppBasicOutput_QpreLesson_1","1","true-a","true"
"27918","3020","2013-09-27 12:28:20","ScppBasicOutput_QpreLesson_2","1","true-d","true"
"27920","3020","2013-09-27 12:28:25","ScppBasicOutput_QpreLesson_3","1","true-b","true"
"27924","3020","2013-09-27 12:28:32","ScppBasicOutput_QpreLesson_4","1","true-c","true"
"27925","4029","2013-09-27 12:28:33","ScppBasicOutput_QpreLesson_2","1","true-d","true"
"27929","4029","2013-09-27 12:28:43","ScppBasicOutput_QpreLesson_3","1","true-b","true"
"27932","4029","2013-09-27 12:28:50","ScppBasicOutput_QpreLesson_4","1","true-c","true"
"27934","3030","2013-09-27 12:28:54","ScppBasicOutput_QpreLesson_2","1","true-d","true"
"27936","4113","2013-09-27 12:28:55","ScppBasicOutput_QpreLesson_1","0","false-b","true"
"27937","3030","2013-09-27 12:28:57","ScppBasicOutput_QpreLesson_3","1","true-b","true"
"27939","3030","2013-09-27 12:29:01","ScppBasicOutput_QpreLesson_4","1","true-c","true"
"27944","3030","2013-09-27 12:29:13","ScppBasicOutput_QpreLesson_1","0","false-d","true"
"27942","4134","2013-09-27 12:29:09","ScppBasicOutput_QpreLesson_1","0","false-d","true"
"27943","3021","2013-09-27 12:29:12","ScppBasicOutput_QpreLesson_1","0","false-c","true"
"27946","4113","2013-09-27 12:29:18","ScppBasicOutput_QpreLesson_2","1","true-d","true"
"27947","3021","2013-09-27 12:29:19","ScppBasicOutput_QpreLesson_2","0","false-c","true"
"27948","4134","2013-09-27 12:29:22","ScppBasicOutput_QpreLesson_2","1","true-d","true"
"27951","3021","2013-09-27 12:29:29","ScppBasicOutput_QpreLesson_3","1","true-b","true"
"27959","4113","2013-09-27 12:29:34","ScppBasicOutput_QpreLesson_3","1","true-b","true"
"27955","3021","2013-09-27 12:29:33","ScppBasicOutput_QpreLesson_4","1","true-c","true"
"27957","4111","2013-09-27 12:29:33","ScppBasicOutput_QpreLesson_1","0","false-c","true"
"27958","4134","2013-09-27 12:29:34","ScppBasicOutput_QpreLesson_3","1","true-b","true"
"27964","4134","2013-09-27 12:29:41","ScppBasicOutput_QpreLesson_4","0","false-b","true"
"27965","4111","2013-09-27 12:29:44","ScppBasicOutput_QpreLesson_2","1","true-d","true"
"27966","4133","2013-09-27 12:29:46","ScppBasicOutput_QpreLesson_2","1","true-d","true"
"27969","4113","2013-09-27 12:29:53","ScppBasicOutput_QpreLesson_4","0","false-a","true"
"27970","4133","2013-09-27 12:29:55","ScppBasicOutput_QpreLesson_1","0","false-d","true"
"27971","4111","2013-09-27 12:29:57","ScppBasicOutput_QpreLesson_3","0","false-c","true"
"27972","4120","2013-09-27 12:29:58","ScppBasicOutput_QpreLesson_3","0","false-a","true"
"27973","4133","2013-09-27 12:29:59","ScppBasicOutput_QpreLesson_3","0","false-a","true"
"27975","4120","2013-09-27 12:30:06","ScppBasicOutput_QpreLesson_4","0","false-b","true"
"27976","4111","2013-09-27 12:30:07","ScppBasicOutput_QpreLesson_4","1","true-c","true"
"27977","4133","2013-09-27 12:30:07","ScppBasicOutput_QpreLesson_4","1","true-c","true"
"27984","4120","2013-09-27 12:30:24","ScppBasicOutput_QpreLesson_2","1","true-d","true"
"27986","4120","2013-09-27 12:30:35","ScppBasicOutput_QpreLesson_1","1","true-a","true"
"27996","3139","2013-09-27 12:31:53","ScppBasicOutput_QpreLesson_2","1","true-d","true"
"27999","3139","2013-09-27 12:32:07","ScppBasicOutput_QpreLesson_1","1","true-a","true"
"28005","3139","2013-09-27 12:32:16","ScppBasicOutput_QpreLesson_3","1","true-b","true"
"28009","3139","2013-09-27 12:32:28","ScppBasicOutput_QpreLesson_4","1","true-c","true"
"28053","2301","2013-09-27 12:34:11","ScppBasicOutput_QpreLesson_1","0","false-d","true"
"28054","2301","2013-09-27 12:34:12","ScppBasicOutput_QpreLesson_2","1","true-d","true"
"28055","2301","2013-09-27 12:34:15","ScppBasicOutput_QpreLesson_3","1","true-b","true"
